ACNO|BARCODE|CALLNO1|CALLNO2|CALLNO3|TITLE|STATUS|PUBER|AUTHOR_NAME|GMD|PM|BOOK_LAN|SUBJECT
08127| | 951| | FAI| China : A New History| A| Harvard University Press| John King Fairbank  and Merle Goldman| B| am| eng| History
08801| | 951| | FAI| China : Tradition & Transformation| A| Houghton Mifflin| John K. Fairbank, Edwin O. Reischauer| B| am| eng| History
05366| | 951| | FAI| The Great Chinese Revolution 1800-1985| B| Cornelia & Michael Bessie| John King Fairbank| B| am| eng| History
06960| | 951| | FAI| The Great Chinese Revolution  1800-1985| A| A Cornelia & Michael Bessie| John King Fairbank| B| am| eng| History
11111| | 951| | FEN| Diamond Hill| A| Blacksmith Books| Feng Chi-shun| B| am| eng| History
11095| | 951| | GOL| Hong Kong on the brink| A| Blacksmith Books| Syd Goldsmith| B| am| eng| History
11093| | 951| | HUG| Borrowed place, borrowed time| A| | Richard Hughes| B| am| eng| History
10928| | 951| | LAU| World History Readers: Korea: A Land Divided by War| A| Seed Learning| Laura Santos| B| am| eng| History
11359| | 951| | LUG| Lugard in Hong Kong| A| Hong Kong University Press| Bernard Mellor| B| am| eng| Others
11115| | 951| | PAT| What Next?| A| Penguin| Chris Patten| B| am| eng| History
10399| | 951| | PRI| Cixi - Evil Empress of China ?| A| Scholastic| Sean Stewart Price| B| am| eng| History
09664| | 951| | PRI| Cixi - Evil Empress of China ?| A| Scholastic| Sean Stewart Price| B| am| eng| History
03330| | 951| | SAU| The Great Wall of China| A| Hulton| Philip A. Sauvain| B| am| eng| History
05407| | 951| | SPE| The Search for Modern China| A| W. W. Norton| Jonathan D. Spence| B| am| eng| History
06765| | 951| | SPE| The Search for Modern China| A| Norton| Jonathan D. Spence| B| am| eng| History
08890| | 951| | SUP| China| A| Foreign Language Teaching and Research Press| Kevin Supples| B| am| eng| Geography
07454| | 951| | TEN| China's Response to the West| A| Harvard| Sue-yii Teng, John K. Fairbank| B| am| eng| History
11097| | 951| | URB| Spatial Cemetery| A| Blacksmith Books|  HK Urbex | B| am| eng| History
05793| | 951| | VOH| China| A| Penguin| Ranbir Vohra| B| am| eng| History
10176| | 951| | WES| Restless Empire : China and the World since 1750| A| Vintage| Odd Arne Westad| B| am| eng| History
11498| | 951| | ZAR| Changing Places| A| Hong Kong Shipowners Assoiation| Stephanie Zarach| B| am| eng| 
08796| | 951.05| | DRE| China's Political System - Modernization and Tradition| A| Pearson Education| June Teufel Dreyer| B| am| eng| History
09950| | 951.05| | PER| The Chinese Cultural Revolution| A| Greenhaven  Press| | B| am| eng| History
09951| | 951.05| | TIA| The Tiananmen Square Protests of 1989| A| Greenhaven  Press| | B| am| eng| History
TR00066| | 951.2| | PAT| East and West| W| Pan| Chris Patten| O| am| eng| History
08798| | 951.25| | CHE| A Century of New Territories Roads and Streets| A| Joint Publishing| Cheng Po Hung| B| am| eng| History
08797| | 951.25| | CHE| A Century of Hong Kong Island Roads and Streets| A| Joint Publishing| Cheng Po Hung| B| am| eng| History
10532| | 951.25| | GRO| Growth and Development of Hong Kong up to the Early 20th Century| A| Ling Kee| | B| am| eng| History
10534| | 951.25| | GRO| Growth and Development of Hong Kong in the 20th Century| A| Ling Kee| | B| am| eng| History
08643| | 951.25| | TU| Colonial Hong Kong in the Eyes of Elsie Tu| A| Hong Kong University Press| Elsie Tu| B| am| eng| History
M00226| | 952| | | JAPAN 8.2006| W| | | M| am| chi| History
M00221| | 952| | | JAPAN 4.2006| W| | | M| am| chi| History
M00220| | 952| | | JAPAN  11.2005| W| | | M| am| chi| History
M00215| | 952| | | Japan| W| | | M| am| eng| History
C21316| | 952| | 7518| 一哥攝影講堂 : 山水有情| A| 香港中國旅遊出版社| 陳一年| B| am| chi| Arts
C09912| | 952| | 8000| 人物與人像攝影| A| 萬里| | B| am| chi| Arts
09341| | 952| | BEA| The Rise of Modern Japan| A| St. Martin's Press| W. G. Beasley| B| am| eng| History
11258| | 952| | BEN| The Chrysanthemum and the Sword| A| | Ruth Benedict| B| am| eng| 
08925| | 952| | BYE| Japan| A| Foreign Language Teaching and Research Press| Helen Byers| B| am| eng| Geography
10085| | 952| | DOE| Life as a Samurai : An Interactive History Adventure| A| Capstone Press| Matt Doeden| B| am| eng| History
09140| | 952| | DUU| Modern Japan| A| Houghton Mifflin Company| Peter Duus| B| am| eng| History
08803| | 952| | DUU| Modern Japan| A| Houghton Mifflin| Peter Duus| B| am| eng| History
07861| | 952| | HAN| Japan : A Short History| A| Oneworld| Mikiso Hane| B| am| eng| History
09366| | 952| | JAN| The Making of Modern Japan| A| Harvard University Press| Marius B. Jansen| B| am| eng| History
09022| | 952| | REI| Japan| A| Houghton Mifflin| Edwin O. Reischauer, Albert M. Craig| B| am| eng| History
08126| | 952| | REI| Japan - Tradition & Transformation| A| Houghton Mifflin| Edwin O. Reischauer , Albert M. Craig| B| am| eng| History
05314| | 952| | STO| A History of Modern Japan| A| Penguin| Richard Storry| B| am| eng| History
C20451| | 952.8| | 3390| 中區警署建築群  - 謝幕| A| OUP| 梁家泰| B| am| chi| History
C16791| | 954| | 1090| 靈感的法則| A| 原點| PASH| B| am| chi| Arts
08927| | 954| | ROS| India| A| Foreign Language Teaching and Research Press| Ann M. Rossi| B| am| eng| Geography
10010| | 956.04| | WOO| The Arab-Israeli War since 1948| A| Heinemann| Alex Woolf| B| am| eng| History
10079| | 956.7044| | BIN| The Gulf Wars with Iraq| A| Heinemann| Jane Bingham| B| am| eng| History
09863| | 956.9| | SEN| The Arab-Israeli Conflict| A| Wayland| Cath Senker| B| am| eng| History
C14428| | 957| | 4692| 香江蠂影| A| 萬里| 楊建業, 饒戈| B| am| chi| Arts
C12956| | 957.5| | 5479| 人像攝影| A| 萬里| David Wilson| B| am| chi| Interests (Hobbies)
C18927| | 957.8| | 8822| 第一現場| A| 西北國際文化| 圖說天下編委會| B| am| chi| History
C12957| | 957.9| | 1599| 假日攝影| A| 萬里| Michael Busselle| B| am| chi| Interests (Hobbies)
11605| | 959.30| | HAN| The king never smiles : a biography of Thailand's Bhumibol Adulyadej| A| Yale University Press.| Paul M Handley| B| am| eng| 
10080| | 959.704| | FIT| Fighting the Vietnam War| A| Raintree| Brian Fitzgerald| B| am| eng| History
C18022| | 960| | 0232| HKDC Awards Book 2010| A| Hong Kong Design Centre| | B| am| chi| Arts
C18027| | 960| | 0764| 設計就是要與眾不同 : 從提升創意思考的能力開始| A| 博碩文化| 文燦  等| B| am| chi| Arts
C18024| | 960| | 1010| 亞洲青年創作集錄| A| 點出版| | B| am| chi| Arts
C16073| | 960| | 1094| 1000 Bags, Tags & Labels 購物提袋 ‧商品吊牌‧商品標籤| A| 龍溪國際圖書| Kiki Eldridge| B| am| chi| Arts
C16077| | 960| | 1123| 創意樂活 - 你今天藝術了嗎 ?| A| 臺灣商務| 張麗華| B| am| chi| Arts
C18025| | 960| | 3090| 遇見設計 : 發現東京城市隱美學| A| 尖端| 宋和真| B| am| chi| Arts
C18028| | 960| | 4471| 世界平面設計師協會20 年作品精選| A| 遼寧科學技術| | B| am| chi| Arts
C15485| | 960| | 7488| 裝飾藝術鑑賞入門| A| 果實| Arie Van de Lemme| B| am| chi| Arts
C18023| | 960.9| | 2054| 好設計的故事| A| 原點| Elisabeth Couturier| B| am| chi| Arts
09670| | 962| | ARD| Egyptians| A| Scholastic| Philip Ardagh| B| am| eng| History
09618| | 962| | DAY| Nelson| A| Manhattan-Marshall Cavendish Education| Katie Daynes| B| am| eng| History
09611| | 962| | HAR| Tutankhamun| A| Manhattan-Marshall Cavendish Education| Gill Harvey| B| am| eng| History
06768| | 962| | PUT| Egyptology| A| Grange| James Putnam| B| am| eng| History
10519| | 962| | ROB| Tony Robinson's Weird World of Wonders - Egyptians| A| Macmillan's Children Books| Tony Robinson| B| am| eng| History
08917| | 962| | SUP| Egypt| A| Foreign Language Teaching and Research Press| Kevin Supples| B| am| eng| Geography
C18803| | 964| | 0308| Logo 設計的原創力| A| 城邦| Sean Adams| B| am| chi| Arts
C22191| | 964| | 1009| 當代設計進化史 : 關鍵設計運動與經典風格的超連結| A| 大雁出版基地| 拉克希米‧巴斯卡藍 ( Lakshmi Bhaskaran )| B| am| chi| Arts
C22200| | 964| | 1009| 當代設計進化史 : 關鍵設計運動與經典風格的超連結| A| 大雁出版基地| 拉克希米‧巴斯卡藍 ( Lakshmi Bhaskaran )| B| am| chi| Arts
C22199| | 964| | 1009| 當代設計進化史 : 關鍵設計運動與經典風格的超連結| B| 大雁出版基地| 拉克希米‧巴斯卡藍 ( Lakshmi Bhaskaran )| B| am| chi| Arts
C22198| | 964| | 1009| 當代設計進化史 : 關鍵設計運動與經典風格的超連結| B| 大雁出版基地| 拉克希米‧巴斯卡藍 ( Lakshmi Bhaskaran )| B| am| chi| Arts
C22197| | 964| | 1009| 當代設計進化史 : 關鍵設計運動與經典風格的超連結| B| 大雁出版基地| 拉克希米‧巴斯卡藍 ( Lakshmi Bhaskaran )| B| am| chi| Arts
C22196| | 964| | 1009| 當代設計進化史 : 關鍵設計運動與經典風格的超連結| B| 大雁出版基地| 拉克希米‧巴斯卡藍 ( Lakshmi Bhaskaran )| B| am| chi| Arts
C22195| | 964| | 1009| 當代設計進化史 : 關鍵設計運動與經典風格的超連結| A| 大雁出版基地| 拉克希米‧巴斯卡藍 ( Lakshmi Bhaskaran )| B| am| chi| Arts
C22194| | 964| | 1009| 當代設計進化史 : 關鍵設計運動與經典風格的超連結| B| 大雁出版基地| 拉克希米‧巴斯卡藍 ( Lakshmi Bhaskaran )| B| am| chi| Arts
C22193| | 964| | 1009| 當代設計進化史 : 關鍵設計運動與經典風格的超連結| A| 大雁出版基地| 拉克希米‧巴斯卡藍 ( Lakshmi Bhaskaran )| B| am| chi| Arts
C16075| | 964| | 1520| 邁向頂尖設計師 : 30 位平面設計師的創作養成術| A| 商周| Stefan G. Bucher| B| am| chi| Arts
C18026| | 964| | 2846| 312| A| 城邦文化| Elisabeth Couturier| B| am| chi| Arts
C22190| | 964| | 3443| 活在設計 : 從衣食住閒開始| A| 三聯書店出版| 凌梓鎏| B| am| chi| 
11117| | 966| | KEN| Decolonization| A| Oxford University Press| Dane Kennedy| B| am| eng| History
08924| | 966.23| | SUP| Mali| A| Foreign Language Teaching and Research Press| Kevin Supples| B| am| eng| Geography
08446| | 968| | ADA| Writing from South Africa| A| CUP| Anthony Adams and Ken Durham| B| am| eng| History
11397| | 970| | BRU| The Vanishing Hitchhiker| A| Picador| Brunvand| B| am| eng| History
07886| | 970.1| | MUR| North American Indian| A| Dorling Kindersley| David Murdoch| B| am| eng| History
C10034| | 972| | 4744| 好玩的摺紙| A| 泉源| | B| am| chi| Arts
08906| | 972| | SUP| Mexico| A| Foreign Language Teaching and Research Press| Kevin Supples| B| am| eng| Geography
11606| | 972.91| | FID| My life| A| Penguin group| Castro, Fidel, 1926-2016.| B| am| eng| 
10052| | 973| | HOL| What Was the Gold Rush ?| A| Grosset & Dunlap| Joan Holub| B| am| eng| History
10109| | 973| | LAM| New York Everything You Ever Wanted to Know| A| Weldon Owen  Pty Ltd| Klay Lamprell| B| am| eng| Geography
11395| | 973| | REA| An American life| A| Simon & Schuster| Ronald Reagan| B| am| eng| History
10526| | 973.3| | AME| The American Revolution| A| Ling Kee| | B| am| eng| History
10008| | 973.4| | WAS| George Washington| A| Heinemann| Casey Rand| B| am| eng| History
10054| | 973.7| | KRU| What Was the March on washington ?| A| Grosset & Dunlap| Kathleen Krull| B| am| eng| History
10055| | 973.7| | OCO| What Was the Battle of Gettysburg ?| A| Grosset & Dunlap| Jim O'Connor| B| am| eng| History
10007| | 973.7092| | LIN| Abraham Lincoln| A| Heinemann| Elizabeth Raum| B| am| eng| History
09567| | 973.7092| | LIN| Abraham Lincoln| A| Sterling| E. B. Phillips| B| am| eng| History
10053| | 973.8| | KRU| What Was the Boston Tea Party ?| A| Grosset & Dunlap| Kathleen Krull| B| am| eng| History
09122| | 973.931| | MCG| Manhattan to Baghdad| A| Allen & Unwin| Paul McGeough| B| am| eng| History
C08074| | 974| | 1123| 華夏之美-茶藝| B| 幼獅| 張宏庸| B| am| chi| Arts
C20888| | 980| | 0120| 香港獨立電影圖景－－訪問評論集| A| 手民| 譚以諾, 李佩然, 吳國坤| B| am| chi| Liberal  Studies
C20914| | 980| | 1010| 西方科幻小說與電影——西西、何福仁對談| A| 中華書局| 西西 何福仁| B| am| chi| Arts
C20930| | 980| | 2115| 侏羅紀世界：3D擴增實境APP互動恐龍電影書| A| 三采|  Carlton Books | B| am| chi| 3D
C20880| | 980| | 2160| 許鞍華‧電影四十| A| 三聯| 卓男，吳月華| B| am| chi| Arts
C20886| | 980| | 4076| 香港電影與新加坡－－冷戰時代星港文化連繫1950-1965| A| 香港大學| 	麥欣恩| B| am| chi| Liberal  Studies
C20884| | 980| | 4442| 短暫的婚姻| A| 天地| 莊梅岩| B| am| chi| Arts
C20717| | 980| | 8728| 香港電影2017| A| 香港電影評論學會| 鄭傳鍏| B| am| chi| Liberal  Studies
11071| | 980| | BUR| Mysteries of the Unexplained Book| A| Pearson| Kathy Burke| B| am| eng| English
C21726| | 981| | 0438| 我在英國國家劇院的日子| A| 臉譜| 海特納| B| am| chi| Arts
C19905| | 981.2| | 4099| 寶塚的經營美學 : 跨越百年的表演藝術生意經| A| 經濟新潮社| 森下信雄| B| am| chi| Music
C22116| | 981.4| | 2140| 舞台教官| A|  天地圖書| 何力高| B| am| chi| 
C20391| | 982.1| | 4895| 京劇原來如此美麗| A| 漫遊者文化| 梅若蘅| B| am| chi| Music
C22093| | 982.68| | 8031| 大台起伏史| A| Maxi House Limited| 余家強| B| am| chi| 
PT000004| | 984| | 1228| 增進子女自學能力及學業成績的方法| W| 青田教育中心| 理盧幼慈| H| im| chi| 輔導
11246| | 984| | GUE| The Bolivian Diary| A| | Ernesto Che Guevara| B| am| eng| 
08926| | 985| | BYE| Peru| A| Foreign Language Teaching and Research Press| Helen Byers| B| am| eng| Geography
DVD0191| | 987| | | The 39 Steps| A| | | D| gm| eng| Arts
VCD0391| | 987| | | 五星級大鼠| W| 洲立| | V| gm| chi| Arts
VCD0390| | 987| | | 王者無敵| W| 洲立| | V| gm| chi| Arts
VCD0389| | 987| | | 史力加 3| W| ERA| | V| gm| chi| Arts
VCD0388| | 987| | | 虎膽龍威 4.0| W| 得利| | V| gm| chi| Arts
VCD0387| | 987| | | 裁決之戰| W| 得利| | V| gm| chi| Arts
VCD0386| | 987| | | 歌舞青春| W| 洲立| | V| gm| chi| Arts
VCD0385| | 987| | | 神奇四俠 2 - 銀魔現身| W| 得利| | V| gm| chi| Arts
VCD0384| | 987| | | 驚天奪寶| W| 洲立| | V| gm| chi| Arts
VCD0383| | 987| | | 衝擊封鎖線| W| 得利| | V| gm| chi| Arts
VCD0382| | 987| | | 高校風雲| W| 得利| | V| gm| chi| Arts
VCD0381| | 987| | | 叛諜追擊 3 - 最後通牒| W| 洲立| | V| gm| chi| Arts
DVD0404| | 987| | | Life is beautiful| B| | | D| gm| eng| Arts
DVD0403| | 987| | | Silence| B| | | D| gm| eng| Arts
DVD0402| | 987| | | 孤雛淚| B| | | D| gm| eng| Arts
DVD0401| | 987| | | 行刺甘迺迪| A| | | D| gm| eng| Arts
DVD0400| | 987| | | 暴瘋語| A| | | D| gm| chi| Arts
DVD0399| | 987| | | Midnight in Paris| A| | | D| gm| eng| Arts
DVD0398| | 987| | | Manchester by the sea| A| | | D| gm| eng| Arts
DVD0397| | 987| | | Spotlight| A| | | D| gm| eng| Arts
DVD0396| | 987| | | 暴瘋語| B| | | D| gm| chi| Arts
DVD0443| | 987| | | The Prince of Egypt| A| | | D| gm| eng| Arts
DVD0395| | 987| | | 導火新聞線| A| | | D| gm| chi| Arts
DVD0394| | 987| | | 點五步| A| | | D| gm| chi| Arts
DVD0393| | 987| | | 幸運是我| A| | | D| gm| chi| Arts
DVD0392| | 987| | | 現代啟示錄| A| | | D| gm| eng| Arts
DVD0130| | 987| | | 衰鬼上帝| A| | | D| gm| eng| Arts
DVD0129| | 987| | | Pirates of the Caribbean 3 - at World's End 加勒比海盜 3| L| | | D| gm| eng| Arts
DVD0128| | 987| | | Night at the Museum 翻生侏儸館| A| | | D| gm| eng| Arts
DVD0127| | 987| | | Stormbreaker 族風特務| A| | | D| gm| eng| Arts
VCD0380| | 987| | | 星空奇跡| W| 亞洲影帶| | V| gm| chi| Arts
VCD0379| | 987| | | 阿森一族大電影| W| 得利| | V| gm| chi| Arts
VCD0378| | 987| | | 加勒比海盜 3 - 魔盜王終極之戰| W| 洲立| | V| gm| eng| Arts
VCD0377| | 987| | | 變形金剛| W| 得利| | V| gm| eng| Arts
VCD0376| | 987| | | 羅拔神奇家族| W| 洲立| | V| gm| chi| Arts
DVD0468| | 987| | | West Side Story| A| | | B| gm| eng| 
DVD0184| | 987| | | 怪獸大學| A| Disney| | D| gm| eng| Arts
DVD0390| | 987| | | 消失的檔案| A| | | D| gm| chi| 中史
DVD0389| | 987| | | YOUR INNER FISH| A| PBS| | D| gm| ENG| Arts
DVD0388| | 987| | | WORLD WAR 2| W| BBC| | D| gm| ENG| Arts
DVD0126| | 987| | | 反斗車王| A| | | D| gm| chi| Arts
DVD0125| | 987| | | 哈利波特   5| L| | | D| gm| chi| Arts
VCD0375| | 987| | | 穿越時空的少女| W| 洲立| | V| gm| eng| Arts
VCD0374| | 987| | | 阿笨又黎料| W| 華娛| | V| gm| eng| Arts
VCD0373| | 987| | | 小人國歷險記   下篇| W| Panorama| | V| gm| eng| Arts
VCD0372| | 987| | | 小人國歷險記   上篇| W| Panorama| | V| gm| eng| Arts
VCD0371| | 987| | | 神鬼傳奇之法老王的咒語| W| Panorama| | V| gm| eng| Arts
VCD0370| | 987| | | 蜘蛛俠   3| W| ERA| | V| gm| eng| Arts
VCD0369| | 987| | | 哈利波特 - 鳳凰會的密令| W| Warner Home Video| | V| gm| eng| Arts
DVD0203| | 987| | | Harry Potter & the Philosopher's Stone + Harry Potter & the Chamber of Secrets| A| | | D| gm| eng| Arts
DVD0374| | 987| | | The Incredibles ( 超人特工隊 )| A| | | D| gm| eng| Arts
DVD0373| | 987| | | Star Wars I - The Phantom Menace| A| | | D| gm| eng| Arts
DVD0372| | 987| | | Star Wars III - Revenge of the Sith| A| | | D| gm| eng| Arts
DVD0371| | 987| | | Star Wars II - Attack of the Clones| A| | | D| gm| eng| Arts
DVD0124| | 987| | | 再說長江 9| A| | | D| gm| chi| Arts
DVD0123| | 987| | | 再說長江 8| A| | | D| gm| chi| Arts
DVD0370| | 987| | | Star Wars I - The Phantom Menace| A| | | D| gm| eng| Arts
DVD0122| | 987| | | 再說長江 7| A| | | D| gm| chi| Arts
DVD0121| | 987| | | 再說長江 6| A| | | D| gm| chi| Arts
DVD0369| | 987| | | Babe : Pig in the Cit ( 寶貝小豬嘜之豬嘜愛漫遊 )| A| | | D| gm| eng| Arts
DVD0120| | 987| | | 再說長江 5| A| | | D| gm| chi| Arts
DVD0119| | 987| | | 再說長江 4| A| | | D| gm| chi| Arts
DVD0467| | 987| | | 幻愛| A| | | B| gm| chi| 
DVD0118| | 987| | | 再說長江 3| A| | | D| gm| chi| Arts
DVD0368| | 987| | | The Social Network ( 社交網絡 )| A| | | D| gm| eng| Arts
DVD0117| | 987| | | 再說長江 2| A| | | D| gm| chi| Arts
DVD0116| | 987| | | 再說長江 1| A| | | D| gm| chi| Arts
DVD0367| | 987| | | Bruce Almighty ( 衰鬼上帝 )| A| | | D| gm| eng| Arts
DVD0366| | 987| | | Nightcrawler ( 頭條殺機 )| A| | | D| gm| eng| Arts
DVD0365| | 987| | | The Insider| A| | | D| gm| eng| Arts
DVD0100| | 987| | | 哈利波特 4| A| | | D| gm| eng| Arts
DVD0099| | 987| | | 哈利波特 3| L| | | D| gm| eng| Arts
DVD0364| | 987| | | Enemy at the Gates ( 敵對邊緣 )| A| | | D| gm| eng| Arts
DVD0098| | 987| | | 哈利波特 2| A| | | D| gm| eng| Arts
DVD0097| | 987| | | 哈利波特 1| A| | | D| gm| eng| Arts
DVD0101| | 987| | | 神鬼傳奇法老王的咒語| A| | | D| gm| eng| Arts
DVD0103| | 987| | | 魔盜王   2| L| | | D| gm| eng| Arts
DVD0337| | 987| | | School of Rock ( 搖滾教室 )| A| | | D| gm| eng| Arts
DVD0102| | 987| | | 魔盜王決戰海盜船| L| | | D| gm| eng| Arts
DVD0363| | 987| | | The Pianist ( 鋼琴戰曲 )| A| | | D| gm| eng| Arts
DVD0107| | 987| | | Monk Season Five - Disc 4| A| | | D| gm| eng| Arts
DVD0106| | 987| | | Monk Season Five - Disc 3| A| | | D| gm| eng| Arts
DVD0336| | 987| | | Tooth Fairy| A| 得利| | D| gm| eng| Arts
DVD0105| | 987| | | Monk Season Five - Disc 2| A| | | D| gm| eng| Arts
DVD0104| | 987| | | Monk Season Five - Disc 1| A| | | D| gm| eng| Arts
DVD0335| | 987| | | Cop Out ( 警界雙殺 )| A| 得利| | D| gm| eng| Arts
DVD0362| | 987| | | The Nightmare before Christmas ( 怪誕城之夜 )| A| | | D| gm| eng| Arts
DVD0334| | 987| | | Furry Vengeance ( 毛毛大反擊 )| A| | | D| gm| eng| Arts
DVD0361| | 987| | | District 9 ( D9 - 異形禁區 )| A| | | D| gm| eng| Arts
DVD0333| | 987| | | 美味情書 ( The Lunch Box )| A| | | D| gm| eng| Arts
DVD0332| | 987| | | Crash ( 撞車 )| A| | | D| gm| eng| Arts
DVD0331| | 987| | | The Legend Reborn ( 生化戰士 - 王者再臨 )| A| 洲立| | D| gm| eng| Arts
DVD0360| | 987| | | Memento ( 凶心人 )| A| | | D| gm| eng| Arts
DVD0359| | 987| | | The Life of Mammals ( The Complete Series )| A| | | D| gm| eng| Arts
DVD0330| | 987| | | A Knight's Tale ( 狂野武士 )| A| | | D| gm| eng| Arts
DVD0391| | 987| | | BBC HISTORY OF WORLD WAR II| A| BBC| | D| gm| eng| History
VCD0368| | 987| | | 星球大戰前傳 3 - 黑帝君臨| W| 得利| | V| gm| eng| Arts
VCD0367| | 987| | | 遇上塔羅牌殺手| W| 華娛| | V| gm| eng| Arts
VCD0366| | 987| | | 吸血殭屍驚情四百年| W| ERA| | O| gm| eng| Arts
VCD0365| | 987| | | 俠影魔龍| W| 得利| | V| gm| eng| Arts
VCD0364| | 987| | | 無敵當家| W| ERA| | V| gm| eng| Arts
VCD0363| | 987| | | 超能塞豆窿| W| 得利| | V| gm| eng| Arts
DVD0096| | 987| | | 變相怪B ( Son of the Mask )| A| | | D| gm| chi| Arts
VCD0362| | 987| | | 案內人| W| ERA| | V| gm| eng| Arts
VCD0361| | 987| | | 魂離情外天| W| 得利| | V| gm| eng| Arts
VCD0360| | 987| | | 基度山恩仇記| W| | | V| gm| eng| Arts
VCD0358| | 987| | | 黑俠梭羅傳奇| W| ERA| | V| gm| eng| Arts
VCD0357| | 987| | | 叛諜追擊 2| W| ERA| | V| gm| eng| Arts
VCD0355| | 987| | | 小飛俠前傳之魔幻童心| W| 得利| | V| gm| eng| Arts
VCD0341| | 987| | | 情流戀屋| W| Warner| | V| gm| eng| Arts
VCD0354| | 987| | | 變種特工 2| W| 得利| | V| gm| eng| Arts
VCD0353| | 987| | | 叛諜追擊| W| ERA| | V| gm| eng| Arts
VCD0352| | 987| | | 變種特工| W| 得利| | V| gm| eng| Arts
VCD0351| | 987| | | 職業特工隊 3| W| 得利| | V| gm| eng| Arts
VCD0349| | 987| | | 旋風特務| W| Panorama| | V| gm| eng| Arts
VCD0348| | 987| | | 搞鬼甲蟲車| W| 洲立| | V| gm| chi| Arts
VCD0347| | 987| | | 時凶感應| W| 洲立| | V| gm| eng| Arts
VCD0346| | 987| | | 死亡筆記 : 最後的名字| W| Panasia| | V| gm| chi| Arts
VCD0345| | 987| | | 死亡筆記| W| Panasia| | V| gm| chi| Arts
VCD0344| | 987| | | 凶窗幻影| W| ERA| | V| gm| chi| Arts
DVD0329| | 987| | | The Prestige ( 致命魔術 )| A| | | D| gm| eng| Arts
DVD0358| | 987| | | Sherlock ( Complete Series Three )| A| | | D| gm| eng| Arts
VCD0343| | 987| | | 魔法保姆麥菲| W| ERA| | V| gm| chi| Arts
DVD0357| | 987| | | The Shawshank Redemption ( 月黑風高 )| A| | | D| gm| eng| Arts
DVD0095| | 987| | | 大國崛起 6| A| | | D| gm| chi| Arts
DVD0094| | 987| | | 大國崛起 5| A| | | D| gm| chi| Arts
DVD0328| | 987| | | The Bourne Ultimatum ( 叛諜追擊 ) | A| 洲立| | D| gm| eng| Arts
DVD0093| | 987| | | 大國崛起 4| A| | | D| gm| chi| Arts
DVD0092| | 987| | | 大國崛起 3| A| | | D| gm| chi| Arts
DVD0091| | 987| | | 大國崛起 2| A| | | D| gm| chi| Arts
DVD0090| | 987| | | 大國崛起 1| A| | | D| gm| chi| Arts
DVD0327| | 987| | | Fiddler on the Roof ( 錦繡良緣 )| A| | | D| gm| eng| Arts
DVD0356| | 987| | | ( 500 ) Days of Summer ( 心跳 500 天)| A| | | D| gm| eng| Arts
DVD0326| | 987| | | Les Choristes ( 放牛班的春天 )| A| Panasia| | D| gm| fre| Arts
DVD0325| | 987| | | Proof ( 情來算盡愛 )| A| 立基| | D| gm| eng| Arts
DVD0355| | 987| | | The Sixth Sense ( 鬼眼 )| A| | | D| gm| eng| Arts
DVD0354| | 987| | | Spider-man - Trilogy| A| | | D| gm| eng| Arts
VCD0342| | 987| | | 達文西密碼| W| ERA| | V| gm| chi| Arts
DVD0353| | 987| | | Sherlock ( A New Sleuth for the 21st Century )| A| | | D| gm| eng| Arts
VCD0340| | 987| | | 冰河世紀 2| W| 得利| | V| gm| chi| Arts
DVD0307| | 987| | | 林肯| A| 得利| | D| gm| chi| Liberal  Studies
DVD0089| | 987| | | 末代皇帝 - 溥儀| B| 廣視娛樂| | D| gm| chi| Arts
DVD0306| | 987| | | 硫磺島戰書| A| 得利| | D| gm| chi| Liberal  Studies
VCD0339| | 987| | | 加菲貓 2| W| 得利| | V| gm| chi| Arts
DVD0305| | 987| | | 心跳 ( 500 ) 天    | A| 鐳射| | D| gm| eng| Liberal  Studies
DVD0352| | 987| | | Return of the King ( 魔戒三部曲 : 王者再臨 )| A| | | D| gm| eng| Arts
DVD0304| | 987| | | 導火新聞線| A| 鐳射| | D| gm| chi| Liberal  Studies
DVD0351| | 987| | | The Two Towers ( 魔戒二部曲 : 雙城奇謀 )| A| | | D| gm| eng| Arts
DVD0324| | 987| | | The Adventures of Tom Sawyer ( 湯姆歷險記 )| A| 安樂| | D| gm| eng| Arts
DVD0323| | 987| | | 天有風雲 ( Wild Weather )| A| | | D| gm| chi| Arts
DVD0081| | 987| | | 神探阿蒙 第一季| A| | | D| gm| eng| Arts
VCD0338| | 987| | | 特務阿笨| W| 華娛| | V| gm| chi| Arts
DVD0350| | 987| | | The Fellowship of the Ring ( 魔戒首部曲 : 魔戒現身 )| A| | | D| gm| eng| Arts
DVD0349| | 987| | | Sherlock ( Complete Series Two )| A| | | D| gm| eng| Arts
DVD0303| | 987| | | 山本五十六| A| | | D| gm| jpn| Liberal  Studies
DVD0302| | 987| | | 日本 ソ 最長一天| A| | | D| gm| jpn| Liberal  Studies
DVD0387| | 987| | | Doctor Who - The Complete Fourth Series| A| | | D| gm| eng| Arts
DVD0348| | 987| | | Superman Returns ( 超人 - 強戰回歸 )| A| | | D| gm| eng| Arts
DVD0301| | 987| | | 初戀無限 JAM| A| 鐳射| | D| gm| eng| Liberal  Studies
DVD0386| | 987| | | Doctor Who - The Complete Third Series| A| | | D| gm| eng| Arts
DVD0347| | 987| | | Interstellar ( 星際啟示錄 )| A| | | D| gm| eng| Arts
DVD0385| | 987| | | Doctor Who - The Complete Second Series| A| | | D| gm| eng| Arts
